"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","551,000","(H)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","540,000","15.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","997,000","40.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","322,000","38.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","712,000","23.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","1,137,000","89.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","604,000","15.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","2,047,000","20.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","115,000","47.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","939,000","27.4"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","1,265,000","30.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","2,994,000","5.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","2,330,000","10.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","743,000","4.8"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","1,586,000","16.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","518,000","26.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","2,446,000","1.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","104,000","86.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","163,000","30.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","2,463,000","30.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","13,936,000","7.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","258,000","(L)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","443,000","39.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","1,057,000","26.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","78,000","24.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","240,000","33.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","114,000","5.8"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","540,000","11.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","97,000","17.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","241,000","(L)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","186,000","8.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","35,000","30.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","1,605,000","1.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","179,000","30.4"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","200,000","(H)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","100,000","34.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","147,000","32.8"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","78,000","20.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","221,000","15.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","473,000","91.8"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","431,000","23.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","414,000","50.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (1,000 TO 4,999 $)","819,000","12.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (10,000 TO 24,999 $)","394,000","16.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (100,000 OR MORE $)","941,000","(L)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (25,000 TO 49,999 $)","406,000","50.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (5,000 TO 9,999 $)","427,000","25.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (50,000 TO 99,999 $)","826,000","31.8"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (LESS THAN 1,000 $)","69,000","13.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","35,000","30.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","1,605,000","1.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","170,000","33.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","203,000","(H)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","139,000","25.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","134,000","35.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","73,000","24.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","189,000","17.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","463,000","93.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","431,000","23.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","441,000","47.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","77,000","63.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","130,000","44.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","214,000","22.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","836,000","7.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","438,000","15.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","115,000","26.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","1,136,000","3.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","17,000","58.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","805,000","39.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,883,000","9.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","509,000","(L)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","1,155,000","20.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","2,502,000","17.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","819,000","5.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","439,000","70.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","1,425,000","3.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","590,000","21.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","1,120,000","(L)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","533,000","47.4"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","194,000","17.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","4,190,000","1.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","861,000","28.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","336,000","85.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","349,000","18.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","869,000","42.3"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","246,000","43.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","548,000","27.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","690,000","83.8"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","188,000","17.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","1,581,000","17.9"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (1,000 TO 4,999 $)","605,000","11.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (10,000 TO 24,999 $)","2,505,000","15.6"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (100,000 OR MORE $)","2,966,000","(L)"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (25,000 TO 49,999 $)","1,129,000","26.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (5,000 TO 9,999 $)","1,454,000","13.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (50,000 TO 99,999 $)","1,357,000","28.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","EXPENSE","EXPENSE: (LESS THAN 1,000 $)","35,000","22.0"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","196,000","17.5"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","4,190,000","1.1"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","830,000","28.7"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","349,000","86.2"
"CENSUS","2022","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INTEREST","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","401,000","14.2"
